------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 03:26PM on March 06, 2024
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.973244410589292e+24 34216026218.044174 26623910437.00864 9.818634933837371
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.208751859010017 6.152341551250569 1.88993805916064 -0.25281039086602725 -2.6824947170971263 8.041777290864731
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   5774   -6.2076879779    1.8898949386   -2.6811031400   -6.2076863340    1.8898942749   -2.6811019604
   5775   -6.2076881618    1.8898949460   -2.6811034001   -6.2076865185    1.8898942825   -2.6811022015
   5776   -6.2076883457    1.8898949533   -2.6811036332   -6.2076867029    1.8898942900   -2.6811024426
   5777   -6.2076885295    1.8898949607   -2.6811038589   -6.2076868873    1.8898942976   -2.6811026836
   5778   -6.2076887132    1.8898949680   -2.6811040890   -6.2076870716    1.8898943052   -2.6811029246
   5779   -6.2076888969    1.8898949754   -2.6811043394   -6.2076872559    1.8898943128   -2.6811031654
   5780   -6.2076890806    1.8898949827   -2.6811045985   -6.2076874401    1.8898943203   -2.6811034061
   5781   -6.2076892641    1.8898949900   -2.6811048229   -6.2076876242    1.8898943279   -2.6811036468
   5782   -6.2076894476    1.8898949974   -2.6811050522   -6.2076878082    1.8898943355   -2.6811038874
   5783   -6.2076896310    1.8898950047   -2.6811053099   -6.2076879922    1.8898943430   -2.6811041279
   5784   -6.2076898144    1.8898950120   -2.6811055412   -6.2076881762    1.8898943506   -2.6811043683
   5785   -6.2076899977    1.8898950194   -2.6811058012   -6.2076883600    1.8898943581   -2.6811046087
   5786   -6.2076901809    1.8898950267   -2.6811059994   -6.2076885438    1.8898943657   -2.6811048489
   5787   -6.2076903641    1.8898950340   -2.6811062540   -6.2076887276    1.8898943732   -2.6811050891
   5788   -6.2076905472    1.8898950413   -2.6811065219   -6.2076889113    1.8898943808   -2.6811053292
   5789   -6.2076907303    1.8898950486   -2.6811067242   -6.2076890949    1.8898943883   -2.6811055692
   5790   -6.2076909133    1.8898950560   -2.6811069754   -6.2076892784    1.8898943959   -2.6811058091
   5791   -6.2076910962    1.8898950633   -2.6811072440   -6.2076894619    1.8898944034   -2.6811060489
   5792   -6.2076912790    1.8898950706   -2.6811074394   -6.2076896453    1.8898944110   -2.6811062887
   5793   -6.2076914619    1.8898950779   -2.6811076918   -6.2076898287    1.8898944185   -2.6811065284
   5794   -6.2076916446    1.8898950852   -2.6811079382   -6.2076900120    1.8898944260   -2.6811067680
   5795   -6.2076918273    1.8898950925   -2.6811081629   -6.2076901952    1.8898944336   -2.6811070075
   5796   -6.2076920099    1.8898950998   -2.6811084173   -6.2076903784    1.8898944411   -2.6811072469
   5797   -6.2076921924    1.8898951071   -2.6811086541   -6.2076905615    1.8898944486   -2.6811074862
   5798   -6.2076923749    1.8898951144   -2.6811089247   -6.2076907446    1.8898944561   -2.6811077255
   5799   -6.2076925573    1.8898951217   -2.6811091265   -6.2076909275    1.8898944636   -2.6811079647
   5800   -6.2076927397    1.8898951290   -2.6811093702   -6.2076911105    1.8898944712   -2.6811082038
   5801   -6.2076929220    1.8898951362   -2.6811096243   -6.2076912933    1.8898944787   -2.6811084428
   5802   -6.2076931042    1.8898951435   -2.6811098493   -6.2076914761    1.8898944862   -2.6811086817
   5803   -6.2076932864    1.8898951508   -2.6811100849   -6.2076916588    1.8898944937   -2.6811089206
   5804   -6.2076934685    1.8898951581   -2.6811103271   -6.2076918415    1.8898945012   -2.6811091593
   5805   -6.2076936505    1.8898951654   -2.6811105682   -6.2076920241    1.8898945087   -2.6811093980
   5806   -6.2076938325    1.8898951726   -2.6811108161   -6.2076922067    1.8898945162   -2.6811096366
   5807   -6.2076940144    1.8898951799   -2.6811110354   -6.2076923891    1.8898945237   -2.6811098751
   5808   -6.2076941963    1.8898951872   -2.6811112972   -6.2076925716    1.8898945312   -2.6811101136
   5809   -6.2076943781    1.8898951945   -2.6811115147   -6.2076927539    1.8898945387   -2.6811103519
   5810   -6.2076945598    1.8898952017   -2.6811117513   -6.2076929362    1.8898945462   -2.6811105902
   5811   -6.2076947415    1.8898952090   -2.6811119951   -6.2076931184    1.8898945537   -2.6811108284
   5812   -6.2076949231    1.8898952162   -2.6811122225   -6.2076933006    1.8898945612   -2.6811110665
   5813   -6.2076951046    1.8898952235   -2.6811124692   -6.2076934827    1.8898945686   -2.6811113045
   5814   -6.2076952861    1.8898952308   -2.6811126917   -6.2076936647    1.8898945761   -2.6811115425
   5815   -6.2076954675    1.8898952380   -2.6811129416   -6.2076938467    1.8898945836   -2.6811117803
   5816   -6.2076956489    1.8898952453   -2.6811131833   -6.2076940286    1.8898945911   -2.6811120181
   5817   -6.2076958302    1.8898952525   -2.6811134328   -6.2076942105    1.8898945985   -2.6811122558
   5818   -6.2076960114    1.8898952598   -2.6811136545   -6.2076943923    1.8898946060   -2.6811124934
   5819   -6.2076961926    1.8898952670   -2.6811139118   -6.2076945740    1.8898946135   -2.6811127310
   5820   -6.2076963737    1.8898952742   -2.6811141256   -6.2076947557    1.8898946209   -2.6811129684
   5821   -6.2076965547    1.8898952815   -2.6811143634   -6.2076949373    1.8898946284   -2.6811132058
   5822   -6.2076967357    1.8898952887   -2.6811146053   -6.2076951188    1.8898946359   -2.6811134431
   5823   -6.2076969166    1.8898952959   -2.6811148357   -6.2076953003    1.8898946433   -2.6811136803
   5824   -6.2076970975    1.8898953032   -2.6811150665   -6.2076954817    1.8898946508   -2.6811139174
   5825   -6.2076972783    1.8898953104   -2.6811153176   -6.2076956630    1.8898946582   -2.6811141545
   5826   -6.2076974590    1.8898953176   -2.6811155375   -6.2076958443    1.8898946657   -2.6811143914
   5827   -6.2076976397    1.8898953248   -2.6811157898   -6.2076960256    1.8898946731   -2.6811146283
   5828   -6.2076978203    1.8898953321   -2.6811160230   -6.2076962067    1.8898946806   -2.6811148651
   5829   -6.2076980008    1.8898953393   -2.6811162570   -6.2076963878    1.8898946880   -2.6811151018
   5830   -6.2076981813    1.8898953465   -2.6811164840   -6.2076965689    1.8898946955   -2.6811153385
   5831   -6.2076983618    1.8898953537   -2.6811167278   -6.2076967498    1.8898947029   -2.6811155750
   5832   -6.2076985421    1.8898953609   -2.6811169568   -6.2076969308    1.8898947103   -2.6811158115
   5833   -6.2076987224    1.8898953681   -2.6811171909   -6.2076971116    1.8898947178   -2.6811160479
   5834   -6.2076989027    1.8898953753   -2.6811174460   -6.2076972924    1.8898947252   -2.6811162842
   5835   -6.2076990829    1.8898953825   -2.6811176747   -6.2076974731    1.8898947326   -2.6811165205
   5836   -6.2076992630    1.8898953898   -2.6811179246   -6.2076976538    1.8898947400   -2.6811167566
   5837   -6.2076994430    1.8898953969   -2.6811181402   -6.2076978344    1.8898947475   -2.6811169927
   5838   -6.2076996230    1.8898954041   -2.6811183892   -6.2076980150    1.8898947549   -2.6811172287
   5839   -6.2076998030    1.8898954113   -2.6811186318   -6.2076981954    1.8898947623   -2.6811174646
   5840   -6.2076999828    1.8898954185   -2.6811188522   -6.2076983759    1.8898947697   -2.6811177004
   5841   -6.2077001626    1.8898954257   -2.6811190864   -6.2076985562    1.8898947771   -2.6811179362
   5842   -6.2077003424    1.8898954329   -2.6811192986   -6.2076987365    1.8898947845   -2.6811181719
   5843   -6.2077005221    1.8898954401   -2.6811195684   -6.2076989168    1.8898947919   -2.6811184074
   5844   -6.2077007017    1.8898954473   -2.6811198005   -6.2076990969    1.8898947993   -2.6811186430
   5845   -6.2077008813    1.8898954544   -2.6811200187   -6.2076992771    1.8898948067   -2.6811188784
   5846   -6.2077010608    1.8898954616   -2.6811202630   -6.2076994571    1.8898948141   -2.6811191137
   5847   -6.2077012402    1.8898954688   -2.6811204977   -6.2076996371    1.8898948215   -2.6811193490
   5848   -6.2077014196    1.8898954760   -2.6811207426   -6.2076998170    1.8898948289   -2.6811195842
   5849   -6.2077015989    1.8898954831   -2.6811209781   -6.2076999969    1.8898948363   -2.6811198193
   5850   -6.2077017782    1.8898954903   -2.6811212001   -6.2077001767    1.8898948437   -2.6811200543
   5851   -6.2077019574    1.8898954975   -2.6811214287   -6.2077003564    1.8898948511   -2.6811202893
   5852   -6.2077021365    1.8898955046   -2.6811216600   -6.2077005361    1.8898948585   -2.6811205241
   5853   -6.2077023156    1.8898955118   -2.6811219020   -6.2077007157    1.8898948659   -2.6811207589
   5854   -6.2077024946    1.8898955190   -2.6811221190   -6.2077008953    1.8898948732   -2.6811209936
   5855   -6.2077026735    1.8898955261   -2.6811223827   -6.2077010748    1.8898948806   -2.6811212282
   5856   -6.2077028524    1.8898955333   -2.6811225976   -6.2077012542    1.8898948880   -2.6811214628
   5857   -6.2077030313    1.8898955404   -2.6811228275   -6.2077014336    1.8898948954   -2.6811216972
   5858   -6.2077032100    1.8898955476   -2.6811230526   -6.2077016129    1.8898949027   -2.6811219316
   5859   -6.2077033887    1.8898955547   -2.6811233168   -6.2077017922    1.8898949101   -2.6811221659
   5860   -6.2077035674    1.8898955618   -2.6811235564   -6.2077019714    1.8898949175   -2.6811224002
   5861   -6.2077037460    1.8898955690   -2.6811237955   -6.2077021505    1.8898949248   -2.6811226343
   5862   -6.2077039245    1.8898955761   -2.6811240061   -6.2077023296    1.8898949322   -2.6811228684
   5863   -6.2077041030    1.8898955833   -2.6811242602   -6.2077025086    1.8898949395   -2.6811231023
   5864   -6.2077042814    1.8898955904   -2.6811244979   -6.2077026875    1.8898949469   -2.6811233362
   5865   -6.2077044597    1.8898955975   -2.6811247115   -6.2077028664    1.8898949542   -2.6811235701
   5866   -6.2077046380    1.8898956047   -2.6811249408   -6.2077030452    1.8898949616   -2.6811238038
   5867   -6.2077048162    1.8898956118   -2.6811251780   -6.2077032240    1.8898949689   -2.6811240375
   5868   -6.2077049944    1.8898956189   -2.6811253992   -6.2077034027    1.8898949763   -2.6811242711
   5869   -6.2077051725    1.8898956260   -2.6811256563   -6.2077035814    1.8898949836   -2.6811245046
   5870   -6.2077053505    1.8898956332   -2.6811258857   -6.2077037599    1.8898949910   -2.6811247380
   5871   -6.2077055285    1.8898956403   -2.6811260993   -6.2077039385    1.8898949983   -2.6811249713
   5872   -6.2077057064    1.8898956474   -2.6811263451   -6.2077041169    1.8898950056   -2.6811252046
   5873   -6.2077058843    1.8898956545   -2.6811265633   -6.2077042953    1.8898950130   -2.6811254378
   5874   -6.2077060621    1.8898956616   -2.6811268180   -6.2077044737    1.8898950203   -2.6811256709
   5875   -6.2077062398    1.8898956687   -2.6811270491   -6.2077046519    1.8898950276   -2.6811259039
   5876   -6.2077064175    1.8898956758   -2.6811272569   -6.2077048302    1.8898950349   -2.6811261369
   5877   -6.2077065951    1.8898956829   -2.6811275054   -6.2077050083    1.8898950422   -2.6811263698
   5878   -6.2077067727    1.8898956900   -2.6811277626   -6.2077051864    1.8898950496   -2.6811266026
   5879   -6.2077069502    1.8898956971   -2.6811279727   -6.2077053644    1.8898950569   -2.6811268353
   5880   -6.2077071276    1.8898957042   -2.6811282077   -6.2077055424    1.8898950642   -2.6811270679
   5881   -6.2077073050    1.8898957113   -2.6811284237   -6.2077057203    1.8898950715   -2.6811273005
   5882   -6.2077074823    1.8898957184   -2.6811286808   -6.2077058982    1.8898950788   -2.6811275329
   5883   -6.2077076595    1.8898957255   -2.6811288950   -6.2077060760    1.8898950861   -2.6811277653
   5884   -6.2077078367    1.8898957326   -2.6811291265   -6.2077062537    1.8898950934   -2.6811279976
   5885   -6.2077080139    1.8898957397   -2.6811293552   -6.2077064314    1.8898951007   -2.6811282299
   5886   -6.2077081909    1.8898957467   -2.6811296055   -6.2077066090    1.8898951080   -2.6811284620
   5887   -6.2077083680    1.8898957538   -2.6811298491   -6.2077067866    1.8898951153   -2.6811286941
   5888   -6.2077085449    1.8898957609   -2.6811300543   -6.2077069640    1.8898951226   -2.6811289261
   5889   -6.2077087218    1.8898957679   -2.6811303052   -6.2077071415    1.8898951299   -2.6811291580
   5890   -6.2077088986    1.8898957750   -2.6811305097   -6.2077073188    1.8898951372   -2.6811293899
   5891   -6.2077090754    1.8898957821   -2.6811307601   -6.2077074962    1.8898951445   -2.6811296216
   5892   -6.2077092521    1.8898957892   -2.6811309762   -6.2077076734    1.8898951518   -2.6811298533
   5893   -6.2077094288    1.8898957962   -2.6811312104   -6.2077078506    1.8898951590   -2.6811300849
   5894   -6.2077096054    1.8898958033   -2.6811314185   -6.2077080277    1.8898951663   -2.6811303165
   5895   -6.2077097819    1.8898958104   -2.6811316929   -6.2077082048    1.8898951736   -2.6811305479
   5896   -6.2077099584    1.8898958174   -2.6811319053   -6.2077083818    1.8898951809   -2.6811307793
   5897   -6.2077101348    1.8898958245   -2.6811321320   -6.2077085588    1.8898951881   -2.6811310106
   5898   -6.2077103112    1.8898958315   -2.6811323611   -6.2077087357    1.8898951954   -2.6811312418
   5899   -6.2077104874    1.8898958386   -2.6811325966   -6.2077089125    1.8898952027   -2.6811314729
   5900   -6.2077106637    1.8898958456   -2.6811328185   -6.2077090893    1.8898952099   -2.6811317040
   5901   -6.2077108399    1.8898958527   -2.6811330551   -6.2077092660    1.8898952172   -2.6811319350
   5902   -6.2077110160    1.8898958597   -2.6811333103   -6.2077094426    1.8898952245   -2.6811321659
   5903   -6.2077111920    1.8898958667   -2.6811335041   -6.2077096192    1.8898952317   -2.6811323967
   5904   -6.2077113680    1.8898958738   -2.6811337770   -6.2077097957    1.8898952390   -2.6811326274
   5905   -6.2077115440    1.8898958808   -2.6811339765   -6.2077099722    1.8898952462   -2.6811328581
   5906   -6.2077117199    1.8898958879   -2.6811342110   -6.2077101486    1.8898952535   -2.6811330887
   5907   -6.2077118957    1.8898958949   -2.6811344406   -6.2077103250    1.8898952607   -2.6811333192
   5908   -6.2077120715    1.8898959019   -2.6811346653   -6.2077105013    1.8898952680   -2.6811335496
   5909   -6.2077122472    1.8898959090   -2.6811349013   -6.2077106775    1.8898952752   -2.6811337800
   5910   -6.2077124228    1.8898959160   -2.6811351204   -6.2077108537    1.8898952824   -2.6811340103
   5911   -6.2077125984    1.8898959230   -2.6811353710   -6.2077110298    1.8898952897   -2.6811342405
   5912   -6.2077127739    1.8898959300   -2.6811356010   -6.2077112058    1.8898952969   -2.6811344706
   5913   -6.2077129493    1.8898959370   -2.6811358143   -6.2077113818    1.8898953041   -2.6811347006
   5914   -6.2077131248    1.8898959441   -2.6811360635   -6.2077115578    1.8898953114   -2.6811349306
   5915   -6.2077133001    1.8898959511   -2.6811362922   -6.2077117336    1.8898953186   -2.6811351605
   5916   -6.2077134754    1.8898959581   -2.6811365206   -6.2077119095    1.8898953258   -2.6811353903
   5917   -6.2077136506    1.8898959651   -2.6811367206   -6.2077120852    1.8898953331   -2.6811356200
   5918   -6.2077138258    1.8898959721   -2.6811369649   -6.2077122609    1.8898953403   -2.6811358497
   5919   -6.2077140009    1.8898959791   -2.6811371970   -6.2077124365    1.8898953475   -2.6811360793
   5920   -6.2077141759    1.8898959861   -2.6811374170   -6.2077126121    1.8898953547   -2.6811363088
   5921   -6.2077143509    1.8898959931   -2.6811376453   -6.2077127876    1.8898953619   -2.6811365382
   5922   -6.2077145259    1.8898960001   -2.6811378858   -6.2077129631    1.8898953691   -2.6811367675
   5923   -6.2077147007    1.8898960071   -2.6811381146   -6.2077131385    1.8898953763   -2.6811369968
   5924   -6.2077148756    1.8898960141   -2.6811383356   -6.2077133138    1.8898953835   -2.6811372260
   5925   -6.2077150503    1.8898960211   -2.6811385812   -6.2077134891    1.8898953907   -2.6811374551
   5926   -6.2077152250    1.8898960281   -2.6811387991   -6.2077136644    1.8898953979   -2.6811376841
   5927   -6.2077153996    1.8898960350   -2.6811390418   -6.2077138395    1.8898954051   -2.6811379131
   5928   -6.2077155742    1.8898960420   -2.6811392570   -6.2077140146    1.8898954123   -2.6811381420
   5929   -6.2077157487    1.8898960490   -2.6811394648   -6.2077141897    1.8898954195   -2.6811383708
   5930   -6.2077159232    1.8898960560   -2.6811397016   -6.2077143647    1.8898954267   -2.6811385995
   5931   -6.2077160976    1.8898960630   -2.6811399434   -6.2077145396    1.8898954339   -2.6811388282
   5932   -6.2077162720    1.8898960699   -2.6811401660   -6.2077147144    1.8898954411   -2.6811390567
   5933   -6.2077164462    1.8898960769   -2.6811404098   -6.2077148893    1.8898954483   -2.6811392852
   5934   -6.2077166204    1.8898960839   -2.6811406265   -6.2077150640    1.8898954555   -2.6811395136
